cgpa,project_score,sports_score,internships,certifications,workshops,clubs,problemSolvingRank,extraPoints,coPoints,attendance,tier
9.8,438,302,3,1,0,1,2493,15,31,80,1
9.52,339,121,2,7,0,2,2525,95,5,75,1
9.63,125,217,1,1,1,0,2422,66,5,93,2
9.97,83,52,2,2,1,0,1585,0,71,79,1
6.83,53,125,1,3,3,4,2097,97,10,97,2
7.42,365,158,1,7,5,0,1018,25,28,62,1
8.68,282,158,4,2,1,3,1569,59,32,69,1
7.94,339,282,2,1,2,1,1623,69,0,91,2
7.67,442,88,1,5,5,2,846,43,90,68,1
7.43,262,175,4,5,1,2,2033,35,71,73,1
8.38,423,291,4,0,0,0,181,8,76,94,1
8.3,359,432,2,7,3,2,293,6,36,85,1
6.65,221,158,3,6,2,2,790,30,36,63,1
7.89,327,490,2,3,0,1,1245,32,92,61,1
8.21,1,248,1,4,0,4,1508,53,25,60,2
8.28,397,356,3,3,4,2,642,67,40,61,1
6.84,393,121,2,2,1,0,916,69,89,63,1
8.97,305,236,2,6,5,0,475,74,95,89,1
6.1,145,427,2,3,2,4,1741,76,41,63,2
7.42,17,124,2,0,3,2,1494,72,59,79,2
9.12,15,314,3,3,3,2,1229,50,87,96,1
8.26,307,278,1,4,3,2,1804,17,2,68,2
7.04,452,354,4,5,4,4,1440,25,12,82,1
8.78,435,323,2,6,2,0,442,86,10,87,1
8.27,158,91,4,7,0,2,582,86,56,91,1
9.18,484,425,4,2,5,2,2405,50,68,80,1
8.94,339,104,4,2,4,3,1158,61,64,92,1
8.44,406,41,2,7,5,1,1115,4,97,98,1
7.95,351,396,2,1,5,4,197,9,31,86,1
6.53,297,128,2,6,1,1,1273,46,12,66,1
7.05,208,459,2,2,0,4,2387,39,16,78,2
7.68,445,490,0,4,3,1,1330,82,65,64,2
8.4,204,52,1,4,1,3,1537,71,20,67,2
8.05,112,167,0,5,2,1,2734,14,84,91,2
7.15,177,89,3,7,2,2,2889,18,69,96,2
6.03,460,246,0,2,5,1,935,67,53,89,2
7.98,208,173,0,5,4,1,1162,98,93,100,2
7.14,123,493,0,3,2,0,625,36,14,91,2
8.94,14,371,1,4,3,4,1771,75,14,63,2
6.1,345,86,4,2,4,1,2353,30,8,98,2
8.34,427,368,3,2,4,2,2094,79,75,65,1
9.77,475,149,3,3,3,2,1576,63,70,62,1
6.7,297,248,1,5,2,4,2162,84,87,61,2
7.89,44,114,0,6,1,3,1171,54,20,80,2
6.37,93,179,4,2,4,4,2290,83,8,89,2
8.5,106,119,2,0,1,2,1553,59,95,86,2
8.2,418,27,1,1,1,3,1234,49,65,73,2
7.63,277,308,4,4,1,3,2990,21,70,88,2
8.09,127,116,1,3,5,0,232,43,1,75,1
9.59,457,190,1,3,1,1,1394,68,55,63,1
6.79,458,144,2,1,3,0,2505,7,11,73,2
6.09,37,319,4,0,0,1,193,7,55,75,1
9.45,96,261,0,7,2,0,70,32,78,70,1
8.31,197,141,4,1,0,3,2918,90,98,90,2
9.56,191,113,4,7,5,1,2919,29,50,95,1
8.39,356,383,0,2,0,2,2941,91,69,88,2
9.24,6,272,2,6,4,3,2193,81,58,69,2
7.72,43,37,4,5,0,4,585,9,70,97,1
9.0,331,196,0,3,0,3,125,39,10,97,1
9.65,6,12,1,5,3,2,2424,12,2,87,2
8.29,193,111,1,5,1,0,1901,100,33,94,2
6.72,315,436,0,5,0,1,741,60,94,92,2
7.08,0,136,1,6,0,0,1159,42,84,90,2
6.79,61,171,4,5,5,0,1443,54,92,67,1
6.99,342,126,0,2,4,1,172,50,18,90,1
7.23,88,361,4,6,2,0,2887,86,6,64,2
8.22,17,409,3,3,4,2,295,18,10,98,1
8.35,107,332,2,5,2,4,523,53,62,97,1
7.71,134,18,2,3,2,1,2314,22,66,80,2
8.46,370,431,2,6,2,0,2441,61,55,84,1
6.33,309,464,0,5,3,1,2406,40,42,68,2
6.35,66,207,3,2,3,0,1646,79,55,80,2
6.69,92,157,2,1,1,2,2784,11,44,61,3
8.07,137,159,4,5,2,3,2056,99,59,96,1
6.86,188,333,2,4,3,4,688,3,32,65,1
7.13,58,239,3,7,3,4,21,11,27,79,1
7.6,186,375,4,4,5,1,208,26,95,72,1
9.25,234,78,4,1,5,4,2145,13,56,73,1
6.06,68,331,0,0,5,0,857,15,51,62,2
8.6,446,356,0,6,0,2,755,92,3,100,1
8.68,97,330,1,1,2,2,2663,11,98,100,2
9.19,7,196,3,1,4,1,262,52,16,84,1
9.73,461,119,4,1,5,0,2583,14,34,74,1
6.08,487,247,3,4,0,4,612,0,41,72,1
6.62,310,138,2,7,3,0,2678,27,100,87,2
9.54,133,225,2,3,3,4,2444,7,59,63,2
7.83,384,82,1,7,3,0,739,95,25,97,1
8.26,55,409,4,0,3,4,185,88,47,85,1
8.65,480,25,4,6,4,4,669,98,63,78,1
8.72,359,127,1,0,1,2,2773,75,16,60,2
9.73,458,400,2,7,1,3,2371,59,97,88,1
9.99,113,222,4,0,2,3,765,5,71,87,1
8.88,87,338,3,2,5,1,1597,62,72,94,1
7.15,137,43,4,5,3,3,1398,94,6,72,1
9.52,107,83,2,1,2,1,216,8,64,92,1
6.2,499,406,4,3,4,2,1279,51,51,64,1
6.92,22,24,4,3,2,1,1404,88,40,73,1
9.59,143,219,0,2,1,3,542,53,15,68,1
7.02,356,292,4,4,1,4,868,83,65,63,1
6.88,143,203,1,2,5,1,1207,78,71,61,2
6.55,55,367,1,2,1,3,1317,53,85,73,2
9.44,107,192,3,1,2,3,2970,35,55,62,2
8.0,350,1,4,4,3,4,754,25,26,63,1
8.7,5,201,3,5,0,0,932,100,17,66,1
6.96,29,353,2,5,1,3,2268,40,62,74,2
9.03,446,31,2,2,2,2,933,10,79,87,1
9.04,484,88,0,5,0,4,2483,62,25,63,2
7.25,384,201,0,7,1,0,836,26,21,71,1
7.64,306,438,4,3,1,4,2397,38,57,76,1
6.84,361,177,4,1,4,1,1742,20,0,76,1
9.91,344,192,3,5,1,3,364,5,95,65,1
8.58,126,159,3,4,0,3,493,10,45,62,1
9.74,301,292,4,3,0,4,1317,45,85,71,1
7.21,120,203,4,0,3,1,627,30,26,93,1
9.13,404,240,0,1,0,4,543,55,43,60,1
9.06,98,114,0,3,2,2,1742,74,32,64,2
8.77,165,209,0,2,2,3,1177,50,93,65,2
9.86,324,221,4,2,5,3,457,7,82,74,1
7.57,318,396,3,1,5,2,1177,82,32,80,1
6.52,240,181,1,4,5,0,361,95,53,93,1
8.69,49,258,1,6,1,3,686,89,24,68,1
8.92,267,468,3,2,3,4,286,100,5,67,1
8.3,324,425,3,3,1,0,404,42,47,95,1
6.83,72,461,3,0,3,0,2327,33,92,64,2
8.02,299,39,0,4,4,4,127,46,59,85,1
7.25,51,329,2,6,3,2,385,15,61,68,1
7.71,264,321,4,1,4,0,2191,96,14,80,2
8.58,226,59,0,2,5,3,2334,34,75,82,2
8.98,192,492,1,4,4,1,255,9,58,82,1
6.93,373,484,4,7,1,0,2571,99,37,87,1
7.62,238,10,3,0,2,2,114,86,14,66,1
7.08,9,119,1,7,3,4,2697,54,30,93,2
6.79,301,384,3,7,1,3,2629,47,64,88,2
9.13,358,409,3,7,4,1,1263,3,19,83,1
9.64,227,41,3,4,4,0,1698,18,28,86,1
7.48,441,189,4,4,0,2,545,59,74,80,1
9.01,292,122,1,1,0,1,1506,82,72,93,2
9.59,51,188,1,6,3,1,65,41,15,71,1
9.38,239,251,3,0,2,3,1203,13,79,76,1
6.73,98,460,0,7,0,3,463,32,32,65,2
9.83,80,91,2,0,5,0,2463,47,54,60,2
7.51,12,483,0,4,5,0,2427,53,18,68,2
7.36,389,212,4,2,4,1,312,51,88,81,1
6.25,441,317,2,4,1,2,545,36,49,97,1
7.94,356,201,0,3,2,1,992,81,33,60,2
6.44,127,267,1,2,3,2,1587,7,63,87,2
6.99,303,493,0,1,1,3,1527,73,23,75,2
7.27,415,154,3,7,3,2,1318,30,31,69,1
9.24,10,194,4,7,1,2,1669,34,2,88,1
9.5,80,27,0,0,1,3,56,54,12,73,2
7.21,260,193,0,5,2,4,849,88,93,72,2
9.43,5,411,2,2,3,1,967,24,86,61,1
9.43,457,498,3,1,0,0,2649,2,93,79,1
9.06,372,222,2,4,1,2,1945,14,11,61,1
6.59,480,106,4,1,5,0,2499,95,61,77,2
8.76,221,148,4,7,1,0,1332,20,44,64,1
9.78,404,134,3,3,5,1,1400,57,23,85,1
8.73,297,497,2,5,0,4,2711,96,23,63,2
7.33,80,94,3,1,2,4,904,38,93,98,2
8.0,410,269,2,7,2,4,2975,26,80,90,2
8.58,2,422,1,5,2,4,2581,13,14,63,2
8.04,59,373,3,7,4,3,1635,35,99,70,1
6.48,220,125,4,5,4,0,1001,45,49,61,1
7.25,449,358,2,2,2,0,2921,9,87,68,2
9.21,348,328,1,6,2,3,1842,23,95,72,1
9.45,48,470,4,0,0,1,2973,9,87,75,2
6.55,227,317,2,7,4,2,300,94,66,77,1
9.81,289,11,1,2,5,4,217,57,44,96,1
7.32,292,476,4,7,3,4,2818,27,64,88,1
8.65,297,293,4,2,2,3,108,67,19,91,1
9.01,192,441,1,0,2,4,2409,47,20,77,2
9.25,443,439,4,3,2,3,2402,18,11,86,1
9.78,473,294,2,2,1,2,1167,15,99,73,1
7.25,256,341,2,7,4,0,743,95,84,68,1
9.43,442,3,4,0,3,4,1959,69,82,93,1
6.53,387,303,0,0,1,1,1448,50,18,70,2
8.82,102,390,1,2,1,3,1199,73,100,82,2
8.97,397,315,0,5,3,2,1228,58,1,84,1
8.71,365,167,2,0,3,1,500,15,32,77,1
7.01,145,7,4,5,3,0,308,1,36,99,1
9.49,289,123,3,4,3,1,1670,71,9,66,1
6.68,256,371,3,2,5,3,1734,38,31,92,2
6.21,308,313,0,5,3,4,1200,68,93,88,2
8.87,277,184,0,3,5,0,2149,93,80,65,2
7.9,463,34,0,4,2,3,1667,7,29,63,2
9.4,188,72,2,6,5,2,2400,92,13,76,1
7.53,405,370,2,3,5,1,2222,2,4,85,2
6.67,177,12,4,5,3,1,2194,76,35,76,1
9.35,15,38,2,6,3,0,1884,51,76,100,1
8.2,411,83,4,7,4,0,1441,26,57,87,1
6.76,475,20,4,2,2,2,145,50,79,96,1
8.88,374,252,0,1,1,2,76,75,12,61,1
8.04,85,302,3,7,2,0,869,60,92,69,1
8.42,247,466,0,0,0,3,2773,50,87,90,3
7.84,453,257,2,4,3,3,386,39,17,96,1
9.31,216,299,1,2,1,0,1178,5,7,78,1
9.32,41,487,2,0,0,1,2215,48,68,68,2
8.84,193,29,3,5,5,4,447,14,47,85,1
6.42,326,470,2,1,1,2,401,45,77,95,1
9.36,372,127,3,3,2,3,2164,46,2,93,1
8.68,464,310,1,7,5,4,1124,71,69,77,1
8.79,162,39,1,7,0,1,2082,51,16,77,2
7.45,275,460,4,2,5,2,2464,87,50,70,2
9.52,363,96,2,2,5,3,2866,31,56,72,2
8.9,129,223,4,5,5,3,598,30,42,93,1
6.45,262,91,0,1,3,1,1522,37,41,76,2
7.63,479,279,0,6,3,1,813,54,28,89,1
9.55,176,169,0,3,0,3,2791,2,85,78,2
6.19,466,283,0,2,2,3,1974,47,97,86,2
9.85,459,221,0,7,0,4,378,98,54,89,1
8.72,264,116,2,5,2,1,2130,12,69,78,1
8.53,26,247,4,7,1,1,883,57,42,86,1
7.08,461,360,4,6,2,4,1880,41,59,70,1
7.0,385,348,3,0,0,1,2817,40,40,93,2
9.77,84,353,0,5,0,0,2200,14,90,96,2
7.19,195,434,1,1,1,2,2792,25,48,75,3
9.1,315,405,3,6,5,0,2,11,77,95,1
7.57,242,88,3,2,0,1,1725,88,83,78,2
6.56,468,77,2,5,4,4,1947,91,26,62,1
6.04,367,457,3,6,5,3,1730,18,2,99,1
8.18,341,73,1,7,0,1,1954,72,80,61,1
9.9,176,391,4,3,4,3,958,98,67,96,1
7.48,129,13,3,7,0,2,1795,44,41,71,1
7.43,144,44,2,4,0,0,2615,35,76,77,2
7.38,82,37,0,2,1,2,795,31,53,68,2
8.08,359,415,1,3,5,3,1716,66,0,90,2
7.76,87,244,0,1,4,2,1530,4,20,89,2
9.52,19,61,3,3,1,3,1297,59,66,76,1
8.02,229,492,4,3,4,0,2337,81,46,72,1
8.03,459,95,2,6,4,3,311,41,88,74,1
6.55,472,322,1,1,3,0,2251,50,58,66,2
9.93,125,251,4,4,4,1,2377,78,0,75,1
7.0,470,467,1,5,1,3,2146,88,13,60,2
6.29,497,60,2,7,1,2,364,17,97,75,1
8.65,353,268,2,0,2,4,2041,70,39,95,2
8.38,415,118,3,4,5,2,1515,21,66,60,1
7.66,50,86,1,0,5,4,1936,87,8,60,2
7.69,87,82,3,0,5,2,1883,34,68,96,2
9.14,169,79,1,0,0,3,1103,21,24,81,2
6.78,62,227,1,2,3,1,320,26,63,87,2
9.28,88,482,0,7,0,3,357,1,59,94,1
8.59,188,302,3,4,1,0,168,60,32,77,1
7.68,189,110,1,3,3,1,2234,74,4,70,2
7.83,386,369,1,6,4,3,595,25,75,76,1
7.03,88,309,2,2,5,1,1013,6,51,98,2
9.01,347,70,0,6,1,0,615,82,74,96,1
8.05,331,435,2,1,1,4,2399,100,32,90,2
7.28,25,484,3,1,1,1,1543,82,15,100,2
8.38,175,327,3,0,1,1,2491,73,2,91,2
9.98,363,24,1,2,3,0,827,94,4,92,1
7.74,263,278,4,5,0,3,2819,64,61,97,1
9.68,388,201,2,6,0,4,112,80,18,75,1
7.38,394,413,3,5,5,1,2334,73,10,93,1
6.22,41,224,1,2,4,1,2812,35,84,73,3
6.82,482,266,1,1,1,1,2442,20,72,95,2
7.67,474,418,2,3,5,1,1122,16,17,74,1
6.88,118,282,1,4,1,0,2573,41,11,76,2
6.0,168,116,0,4,5,1,167,43,42,68,2
9.66,107,66,4,7,0,4,1613,42,86,73,1
9.38,485,46,2,0,5,0,2496,66,49,83,2
8.97,146,240,2,6,4,1,1305,49,39,70,1
6.67,175,177,2,0,5,4,2217,21,76,88,2
6.48,436,7,1,0,2,2,2274,93,34,84,2
6.27,438,182,1,1,3,2,1960,49,56,63,2
8.9,375,76,2,1,5,4,40,35,55,91,1
9.72,188,425,2,7,5,1,488,68,27,91,1
7.72,159,66,0,5,0,1,1442,2,61,62,2
6.48,301,147,3,7,3,0,2383,64,98,65,1
8.05,347,493,0,4,0,1,1539,80,86,78,2
7.4,419,172,2,5,4,0,436,53,14,76,1
7.5,401,34,1,5,1,1,2299,51,7,64,2
8.49,73,76,1,0,2,3,1122,21,14,69,2
8.87,351,403,2,5,3,3,325,90,64,86,1
6.44,17,279,3,2,2,4,470,32,34,95,1
6.14,139,184,4,5,1,3,2952,20,57,91,2
9.98,114,54,4,6,0,2,2564,0,75,80,1
6.93,327,392,0,3,4,2,2550,3,8,91,2
6.22,224,93,3,1,1,0,1276,40,38,93,2
6.76,45,472,4,5,2,2,2482,5,96,74,2
6.16,438,143,3,6,2,1,1431,27,20,68,1
7.57,37,246,1,0,2,0,409,75,94,61,2
9.21,205,438,1,7,0,3,1350,86,59,98,1
7.36,385,199,3,7,5,3,1122,11,93,65,1
7.78,8,235,2,6,2,2,2156,47,42,86,2
8.7,252,313,4,0,0,2,350,57,62,80,1
8.04,107,319,4,1,2,1,2171,44,41,93,2
9.45,388,219,1,4,3,3,259,32,82,99,1
9.46,97,331,0,4,5,2,1615,20,33,81,2
6.04,274,370,4,6,3,3,2453,57,16,67,2
9.11,70,215,1,4,5,3,2003,90,97,79,2
7.84,38,48,1,4,1,2,177,49,64,97,1
9.96,297,284,3,2,1,3,1838,95,24,68,1
7.93,400,462,3,0,5,2,2430,0,98,78,2
9.95,446,117,3,4,4,4,1604,31,57,91,1
9.02,89,81,0,7,2,2,287,66,9,70,1
6.99,429,262,4,6,2,3,2350,96,96,87,1
8.15,218,76,0,6,0,4,1995,0,77,95,2
9.97,106,210,0,6,5,3,940,23,5,80,1
9.43,475,495,3,4,1,3,459,18,49,61,1
6.39,403,490,1,7,5,4,945,17,19,66,1
8.83,453,121,2,7,3,1,772,95,45,84,1
7.38,391,324,1,5,0,4,1744,43,75,95,2
6.03,95,89,1,6,3,3,2489,5,90,80,2
7.61,402,257,1,7,0,3,2360,80,10,97,2
6.94,31,160,1,3,1,1,2214,11,78,100,2
9.28,125,175,0,3,2,4,2310,33,27,72,2
7.35,146,292,3,6,5,2,2549,35,1,85,2
9.31,279,88,3,0,2,3,1753,63,63,82,1
6.0,23,126,1,5,1,4,2968,65,13,72,3
7.23,439,472,2,1,5,0,2996,19,68,95,2
6.96,208,358,4,4,3,3,111,83,100,88,1
6.93,119,285,1,2,4,2,1097,55,73,68,2
6.27,273,296,1,3,4,3,2213,46,77,79,2
6.75,139,259,2,4,1,4,1634,38,81,80,2
8.22,296,338,0,1,0,1,1442,54,97,100,2
7.17,342,474,1,2,2,0,2431,56,80,67,2
7.67,431,243,2,3,3,2,1192,50,27,85,1
7.51,81,110,0,5,4,3,1662,63,37,97,2
9.5,447,422,0,1,2,2,988,95,94,86,1
9.62,399,23,1,1,1,1,1520,2,32,82,1
7.97,207,49,0,7,2,0,779,89,99,90,1
7.32,483,36,1,5,5,2,2844,40,53,73,2
6.43,406,180,1,2,4,4,2620,75,59,76,2
9.81,469,252,3,2,3,4,2816,49,3,67,1
6.24,422,24,4,3,0,2,2393,2,53,69,2
7.19,32,348,4,2,0,0,575,27,100,74,1
7.19,23,124,3,4,5,3,1014,72,86,90,1
7.28,60,30,1,2,5,4,1355,89,20,82,2
6.66,310,236,2,5,2,3,154,5,24,93,1
9.13,188,226,0,1,0,3,1687,4,50,82,2
6.49,83,347,3,2,4,2,1983,72,14,80,2
8.54,224,37,3,6,3,4,1683,54,77,69,1
6.5,478,382,3,7,0,2,1202,97,12,81,1
6.28,167,57,3,3,0,1,147,91,60,88,1
9.64,185,235,4,4,1,3,1767,25,96,76,1
6.76,374,180,1,2,0,0,2792,56,20,87,2
9.29,71,113,3,4,0,3,271,53,43,99,1
8.18,73,305,3,2,4,0,16,61,60,82,1
6.31,384,131,3,4,0,2,2964,98,23,60,2
9.82,340,347,2,6,1,4,147,64,88,61,1
6.99,152,179,2,2,1,3,2503,67,34,76,2
9.44,95,414,0,2,5,1,1712,76,22,93,2
6.68,52,470,1,0,1,3,1032,52,67,72,2
9.42,444,77,3,1,0,0,50,20,54,66,1
6.05,173,219,0,3,5,0,1725,81,20,85,2
8.05,109,141,0,3,2,0,2952,83,23,87,3
9.08,457,384,1,0,2,4,13,3,89,66,1
9.74,315,42,2,2,4,1,1226,95,60,68,1
9.64,50,479,1,1,2,1,659,26,88,84,1
9.28,376,117,0,4,4,0,434,88,7,100,1
9.55,252,58,1,0,4,1,1977,70,69,98,2
6.8,495,60,2,3,5,1,2206,44,99,67,2
7.14,72,40,0,3,1,2,990,93,61,66,2
7.16,211,273,1,5,3,1,2973,86,97,65,2
7.51,431,187,3,6,4,0,2621,28,2,69,1
7.57,211,452,3,5,0,4,1992,56,15,86,1
8.18,250,489,1,3,1,2,1392,20,5,79,2
6.64,167,334,1,2,0,1,1817,96,20,62,2
8.76,262,186,2,5,0,2,377,81,2,89,1
6.67,330,425,0,4,2,3,832,26,64,89,2
7.24,468,463,1,4,0,2,2419,77,70,91,2
8.01,229,227,0,4,5,2,2158,39,23,90,2
9.19,238,163,3,2,4,2,1829,30,19,80,1
8.96,274,423,0,6,0,1,2342,7,33,79,2
8.58,493,285,4,3,0,2,1288,66,45,71,1
6.62,142,101,2,5,2,4,2379,34,71,94,2
8.19,69,470,2,6,0,1,2472,74,88,77,2
6.35,444,266,0,6,4,0,2327,99,37,82,2
7.51,311,123,2,5,4,3,2272,97,27,87,2
7.65,393,152,0,3,0,0,2221,86,36,73,2
6.16,173,428,0,2,4,1,246,68,60,67,2
7.1,335,178,3,1,5,0,2569,29,24,75,2
9.82,108,426,0,2,5,3,2344,36,75,60,2
9.81,202,65,2,2,4,2,2204,15,42,64,2
7.41,184,98,4,3,2,0,609,13,19,64,1
6.17,290,430,1,4,1,1,352,70,81,82,1
6.72,327,23,2,6,5,4,293,96,32,77,1
7.57,91,332,4,3,1,3,716,1,32,94,1
9.79,258,248,2,5,3,0,77,45,100,63,1
6.56,321,489,4,1,1,4,1611,4,38,88,1
9.05,436,164,2,0,5,3,80,44,11,75,1
6.43,205,383,1,5,5,0,912,44,100,79,2
9.93,51,439,3,0,0,1,436,59,77,82,1
7.53,348,93,3,2,4,4,1817,14,19,64,1
9.1,180,458,1,0,1,4,35,41,17,96,1
7.37,437,342,2,6,2,0,583,1,73,88,1
8.51,302,123,4,5,3,0,212,87,16,60,1
6.77,2,301,0,4,0,1,283,28,4,60,2
6.58,448,155,2,3,1,1,2781,92,63,90,2
9.75,398,348,1,1,4,2,2186,84,27,67,2
9.67,83,248,3,1,2,0,587,24,100,92,1
9.55,213,435,3,1,5,1,2964,21,32,100,2
8.5,33,270,2,5,1,0,1697,82,37,91,2
9.23,49,428,4,5,4,1,1771,61,84,99,1
6.28,288,57,1,7,1,3,485,12,38,77,1
7.34,328,194,1,7,0,1,2806,61,91,67,2
7.25,258,200,4,3,3,1,2501,37,64,84,2
8.54,257,71,4,4,4,3,2534,56,2,99,1
7.42,387,494,2,1,3,3,835,32,76,72,1
6.59,271,246,2,0,3,2,2747,32,25,81,2
8.39,181,480,3,4,5,1,2048,55,69,66,1
9.26,32,97,3,4,2,3,1461,11,88,91,1
7.53,264,328,4,5,4,2,2470,86,34,89,1
6.53,312,500,0,5,2,2,1162,92,18,63,2
6.79,39,80,0,4,5,0,6,28,49,95,2
6.95,485,424,0,1,3,3,2978,42,100,78,2
7.2,307,64,1,4,0,4,2609,59,34,85,2
8.57,209,423,2,5,0,3,1824,64,85,73,1
8.4,271,4,4,1,1,3,285,23,100,74,1
8.78,135,477,3,0,1,2,378,68,10,67,1
7.45,86,458,0,7,4,3,2550,56,88,94,2
9.3,59,283,3,5,0,3,2497,34,25,71,2
6.82,163,293,2,0,3,2,2465,44,9,63,2
7.88,2,80,4,0,0,2,742,68,45,71,1
9.2,14,497,0,5,4,0,785,12,27,91,2
6.72,101,86,0,5,1,0,561,31,82,100,2
6.44,254,401,4,0,5,3,2183,54,18,92,2
9.53,224,292,3,4,1,3,1764,26,35,69,1
7.37,209,410,2,4,5,1,2829,87,17,84,2
8.74,22,280,2,6,2,4,1748,2,25,99,1
6.1,234,196,2,1,5,1,2436,0,48,76,2
8.76,130,251,3,6,1,1,1343,62,54,70,1
7.26,157,82,3,0,3,3,1221,92,7,90,2
6.22,172,26,0,2,4,2,976,44,4,74,2
8.44,16,332,3,7,1,2,124,85,71,73,1
6.96,369,181,1,0,1,4,2795,68,29,70,2
7.55,441,134,4,3,5,2,1868,42,7,70,1
6.32,313,89,3,2,3,3,78,84,35,75,1
6.59,479,205,2,3,1,2,1807,11,73,61,2
7.19,365,26,3,2,3,0,2949,91,26,86,2
6.36,184,377,0,5,1,4,1864,74,14,80,2
9.64,390,58,4,1,3,2,2184,14,83,99,1
6.02,422,71,4,6,1,2,371,37,37,91,1
7.94,333,414,2,4,4,0,154,61,81,77,1
6.49,441,226,4,1,2,1,1611,34,38,80,1
7.23,183,90,1,2,2,3,2886,15,75,73,2
9.7,142,67,4,0,0,2,417,100,42,69,1
6.65,43,361,2,1,2,0,1046,63,81,64,2
9.86,11,259,4,2,3,0,256,14,34,60,1
6.82,7,145,3,0,3,1,989,95,50,74,2
8.97,79,62,0,4,5,2,1605,63,37,82,2
8.19,296,342,3,2,2,1,1665,57,90,85,1
9.54,161,479,1,3,5,4,854,79,71,63,1
8.22,301,459,1,3,3,0,35,96,34,85,1
8.14,215,179,0,7,4,3,1208,39,51,82,1
6.78,247,467,0,3,3,0,1247,56,95,87,2
6.66,28,110,0,0,5,1,1150,19,8,72,2
9.67,271,190,0,7,4,3,2177,36,43,75,2
7.31,132,428,4,6,4,3,810,31,7,69,1
7.49,4,395,3,0,4,0,1253,73,71,69,2
9.04,243,391,1,7,1,3,2270,15,0,60,2
7.36,29,245,4,6,0,2,2784,4,24,81,2
9.81,116,277,0,1,5,0,864,19,70,97,2
8.95,177,346,2,0,3,1,1621,55,31,87,2
8.39,497,424,2,2,1,4,2512,90,61,65,2
9.52,260,371,3,3,5,1,1284,42,9,87,1
6.2,234,296,1,6,0,2,1531,59,99,83,2
7.03,140,336,1,4,1,4,1041,49,85,100,2
7.86,482,122,3,5,3,4,589,58,16,88,1
6.91,304,56,0,3,5,1,355,83,10,65,2
8.98,344,159,0,2,4,0,2984,12,46,60,2
9.68,49,126,1,5,1,0,1442,18,55,88,1
7.7,269,224,1,4,0,4,440,78,40,64,1
7.37,107,94,1,7,0,1,523,37,15,71,1
9.85,45,310,0,1,0,1,996,26,24,67,2
7.78,473,5,2,0,5,0,1320,80,29,66,1
7.96,81,422,3,7,1,2,653,73,75,65,1
7.41,125,264,3,2,0,0,664,35,40,67,1
9.64,83,233,4,5,2,0,1160,4,60,94,1
8.28,289,287,4,0,5,2,2258,50,48,85,2
9.05,70,419,2,6,0,0,903,47,89,60,1
9.25,174,383,1,7,0,4,318,26,89,86,1
7.37,315,15,2,1,1,4,1009,58,75,87,1
7.73,329,139,4,4,3,4,1582,53,41,90,1
9.39,462,296,4,5,1,4,1223,27,62,69,1
7.45,336,194,3,2,1,4,127,67,94,87,1
9.18,394,185,2,6,2,1,1406,70,25,71,1
9.76,353,474,0,4,3,1,2061,7,37,74,2
8.49,90,474,4,5,1,2,2434,14,27,61,1
8.97,468,392,3,5,2,3,2796,28,69,77,1
9.22,350,124,1,2,1,4,1053,72,0,82,1
9.38,433,16,2,1,2,3,859,19,65,69,1
7.58,248,365,4,1,5,3,488,64,90,65,1
6.21,131,388,0,1,4,4,1978,6,41,76,3
7.61,168,25,4,0,0,0,1979,33,7,62,2
8.7,442,212,0,6,0,2,2997,9,49,60,2
7.8,59,384,2,3,1,3,708,47,9,69,1
9.0,368,0,0,4,2,0,317,69,72,63,1
7.43,336,290,0,2,4,0,2734,24,51,96,2
8.54,240,264,3,4,0,4,612,75,10,72,1
6.75,189,342,2,3,1,2,571,40,3,87,1
9.0,495,37,4,0,5,4,304,77,29,90,1
8.18,339,232,1,0,1,2,1929,10,36,76,2
6.82,280,259,2,3,2,4,2450,11,90,94,2
7.17,231,307,2,5,3,2,1330,82,16,76,1
8.99,470,402,1,2,5,1,1878,41,8,63,1
7.93,462,484,4,3,1,0,749,91,5,73,1
6.86,288,260,3,0,4,0,416,52,92,96,1
9.87,274,475,4,5,4,0,2626,82,68,92,1
8.86,312,237,1,0,3,2,222,28,48,71,1
9.83,14,105,4,5,4,0,2200,44,0,61,1
7.71,40,246,2,4,2,1,2763,98,17,65,2
7.9,452,303,3,2,1,1,1914,22,13,93,1
9.59,207,342,0,2,2,3,731,59,11,99,1
8.1,59,446,4,0,3,0,2191,79,67,88,2
8.83,364,37,0,3,3,4,1008,100,71,70,1
7.01,239,307,3,0,2,4,2416,59,69,69,2
7.79,95,342,0,4,5,4,433,20,59,95,2
6.49,277,45,4,7,0,1,657,58,83,78,1
6.82,426,209,1,3,3,3,713,39,86,61,1
6.0,159,92,2,0,1,3,1111,0,80,61,2
6.16,396,219,2,5,5,1,2052,100,64,72,2
9.91,421,255,0,6,3,3,441,24,52,90,1
6.97,281,136,2,5,2,4,1551,15,38,99,1
8.65,499,230,2,7,2,4,1195,32,48,60,1
9.36,208,305,1,2,4,1,892,88,77,73,1
8.2,132,201,0,4,5,4,1366,21,1,75,2
6.61,380,65,1,6,0,2,1054,66,15,72,1
8.91,432,460,1,0,2,4,2874,66,47,84,2
8.4,96,37,3,0,4,0,86,74,44,97,1
8.93,218,154,0,7,4,1,1761,42,25,66,2
9.08,388,104,1,5,1,1,709,51,10,89,1
9.9,484,254,4,7,4,3,2468,62,54,76,1
